datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,nowcast_pm2.5,nowcast_pm10,aqi_pm2.5,aqi_pm10,aqi_co,aqi_so2,aqi_no2,aqi_o3,AQI per hour
1/1/2022 0:00,5,3177.64,50.51,57.58,0,30.52,230.46,270.1,20.27,,,,,15.8882,12.208,28.79,0,28.79
1/1/2022 1:00,5,2750.4,45.15,52.78,0.16,38.15,191.57,223.31,21.03,,,,,13.752,15.26,26.39,0.05,26.39
1/1/2022 2:00,5,2349.85,39.79,49.35,0.77,42.92,163.54,188.55,20.52,,,,,11.74925,17.168,24.675,0.240625,24.675
1/1/2022 3:00,5,1949.31,32.63,46.61,3.35,46.73,152.2,174.45,20.52,,,,,9.74655,18.692,23.305,1.046875,23.305
1/1/2022 4:00,5,1268.39,11.73,43.53,20.03,41.48,135.03,151.48,11.65,,,,,6.34195,16.592,21.765,6.259375,21.765
1/1/2022 5:00,5,1001.36,5.25,35.64,43.27,36.72,128.54,141.74,7.16,,,,,5.0068,14.688,17.82,13.521875,17.82
1/1/2022 6:00,5,881.2,3.21,29.13,62.94,33.38,125.17,136.51,5.38,,,,,4.406,13.352,14.565,19.66875,19.66875
1/1/2022 7:00,5,814.44,1.72,25.7,75.82,29.33,118.14,127.84,4.31,,,,,4.0722,11.732,12.85,23.69375,23.69375
1/1/2022 8:00,5,794.41,1.05,24.68,79.39,27.66,113.5,122.13,3.96,,,,,3.97205,11.064,12.34,24.809375,24.809375
1/1/2022 9:00,5,794.41,0.48,25.02,77.96,26.23,112.42,120.46,4.12,,,,,3.97205,10.492,12.51,24.3625,24.3625
1/1/2022 10:00,5,847.82,0.11,27.42,68.66,26.23,112.68,120.49,5.26,,,,,4.2391,10.492,13.71,21.45625,21.45625
1/1/2022 11:00,5,947.95,0,31.87,53.64,26.7,106.07,113.65,7.73,110.1373633,118.1649902,171.5266881,84.08249512,4.73975,10.68,15.935,16.7625,171.5266881
1/1/2022 12:00,5,988.01,0.01,32.22,43.27,25.27,91.53,98.49,10.13,100.8055493,108.2945239,164.8611067,79.14726196,4.94005,10.108,16.11,13.521875,164.8611067
1/1/2022 13:00,5,1001.36,0.01,30.85,38.62,23.84,81.33,87.9,12.16,91.04438965,98.07000244,157.8888497,74.03500122,5.0068,9.536,15.425,12.06875,157.8888497
1/1/2022 14:00,5,1014.71,0.02,30.85,35.76,24.08,78.12,84.96,13.68,140.4891567,91.49198486,193.2065405,70.74599243,5.07355,9.632,15.425,11.175,193.2065405
1/1/2022 15:00,5,1041.41,0.03,31.87,32.9,24.8,78.92,86.33,15.2,127.8633147,141.9066453,184.188082,95.95332263,5.20705,9.92,15.935,10.28125,184.188082
1/1/2022 16:00,5,1068.12,0.05,33.93,28.25,25.99,80.24,88.06,16.09,121.8400785,133.2141046,179.8857704,91.60705231,5.3406,10.396,16.965,8.828125,179.8857704
1/1/2022 17:00,5,1014.71,0.07,33.59,25.39,25.27,77.63,84.92,15.83,117.0779605,126.7033901,176.4842575,88.35169505,5.07355,10.108,16.795,7.934375,176.4842575
1/1/2022 18:00,5,947.95,0.07,31.53,23.96,24.08,76.56,83.4,15.83,111.2115111,119.657665,172.2939365,84.82883252,4.73975,9.632,15.765,7.4875,172.2939365
1/1/2022 19:00,5,894.55,0.1,30.5,21.82,23.6,76.59,83.37,16.47,106.4001558,114.0241668,168.8572542,82.01208342,4.47275,9.44,15.25,6.81875,168.8572542
1/1/2022 20:00,5,881.2,0.17,30.5,18.06,23.84,77.01,84.09,17.99,102.6157177,109.6717483,166.1540841,79.83587417,4.406,9.536,15.25,5.64375,166.1540841
1/1/2022 21:00,5,867.84,0.3,31.19,14.66,24.56,77.42,84.91,19,97.82878801,104.6754107,162.7348486,77.33770536,4.3392,9.824,15.595,4.58125,162.7348486
1/1/2022 22:00,5,867.84,0.51,31.87,11.8,25.27,77.92,85.76,19.51,89.3339795,96.12970704,156.6671282,73.06485352,4.3392,10.108,15.935,3.6875,156.6671282
1/1/2022 23:00,5,921.25,1.42,34.62,6.53,27.66,80.49,89.03,20.77,81.14390182,88.14094336,150.8170727,69.07047168,4.60625,11.064,17.31,2.040625,150.8170727
2/1/2022 0:00,5,1161.58,7.71,37.36,0.98,33.38,89.6,100.12,23.81,79.05640066,86.29307876,148.4273344,68.14653938,5.8079,13.352,18.68,0.30625,148.4273344
2/1/2022 1:00,5,1522.06,20.12,37.36,0.87,40.05,101.19,113.7,25.59,78.71491486,85.96339826,147.8581914,67.98169913,7.6103,16.02,18.68,0.271875,147.8581914
2/1/2022 2:00,5,1668.93,27.05,37.7,4.38,44.82,107.33,120.89,24.57,78.99224285,86.3984894,148.3204047,68.1992447,8.34465,17.928,18.85,1.36875,148.3204047
2/1/2022 3:00,5,1575.47,26.38,38.39,11.44,48.16,109.16,123.31,21.79,79.13647719,86.51716365,148.5607953,68.25858182,7.87735,19.264,19.195,3.575,148.5607953
2/1/2022 4:00,5,1148.22,14.75,33.93,31.83,40.53,97.05,107.93,14.57,78.76944493,85.86568069,147.9490749,67.93284035,5.7411,16.212,16.965,9.946875,147.9490749
2/1/2022 5:00,5,1028.06,10.84,31.19,54.36,38.62,97.25,106.84,11.91,79.37468445,86.41541175,148.9578074,68.20770587,5.1403,15.448,15.595,16.9875,148.9578074
2/1/2022 6:00,5,1001.36,8.49,30.85,77.96,40.53,107.25,116.61,10.01,80.76793591,88.00648507,150.5485257,69.00324253,5.0068,16.212,15.425,24.3625,150.5485257
2/1/2022 7:00,5,947.95,5.53,28.79,101.57,37.67,112.35,120.53,7.85,82.28740518,90.58538148,151.6338608,70.29269074,4.73975,15.068,14.395,31.740625,151.6338608
2/1/2022 8:00,5,974.66,4.25,34.27,108.72,41.01,117.46,125.29,7.85,84.06996796,93.65215698,152.90712,71.82607849,4.8733,16.404,17.135,33.975,152.90712
2/1/2022 9:00,5,1094.82,3.16,47.3,101.57,50.07,126.27,134.45,9.12,86.32986505,96.5276792,154.5213322,73.2638396,5.4741,20.028,23.65,31.740625,154.5213322
2/1/2022 10:00,5,2830.51,13.41,108.3,26.82,64.85,177.75,193.14,29.64,148.5744263,160.4329663,198.981733,105.2164832,14.15255,25.94,54.15,8.38125,198.981733
2/1/2022 11:00,5,5714.42,78.68,130.24,0.1,95.37,264.15,291.65,67.89,206.3523877,226.0306152,256.3523877,138.0153076,28.5721,38.148,65.12,0.03125,256.3523877
2/1/2022 12:00,5,8010.86,141.26,141.2,0,135.42,353.99,394.53,118.55,280.1602563,310.2680859,330.1602563,180.134043,40.0543,52.31555556,70.6,0,330.1602563
2/1/2022 13:00,5,9399.41,171.66,149.43,0,156.4,438.93,493.91,156.04,359.5327759,402.0751636,406.3551839,274.3930908,46.99705,56.97777778,74.715,0,406.3551839
2/1/2022 14:00,5,10147.09,182.39,143.95,0,125.89,519.51,583.8,129.7,439.5082861,492.9228247,459.6721908,391.1535309,50.367725,50.19777778,71.975,0,459.6721908
2/1/2022 15:00,5,9078.98,150.2,128.87,0,66.76,522.16,584.59,59.78,480.8208179,538.7413599,487.2138786,438.7413599,45.3949,26.704,64.435,0,487.2138786
2/1/2022 16:00,5,3738.4,29.95,101.45,0.01,33.86,283.27,317.51,21.79,382.033562,428.1125049,421.355708,310.1406311,18.692,13.544,50.725,0.003125,421.355708
2/1/2022 17:00,5,2883.91,18.55,77.46,0.03,21.22,245.75,277.95,13.68,313.8799097,353.0182104,363.8799097,204.3117292,14.41955,8.488,38.73,0.009375,363.8799097
2/1/2022 18:00,5,2670.29,20.34,65.12,0.01,20.98,242.55,274.96,15.2,278.2018628,313.9748706,328.2018628,181.9874353,13.35145,8.392,32.56,0.003125,328.2018628
2/1/2022 19:00,5,2883.91,30.85,58.26,0,29.09,266.91,303.1,31.92,272.5422168,308.5227222,322.5422168,179.2613611,14.41955,11.636,29.13,0,322.5422168
2/1/2022 20:00,5,3417.97,49.17,56.89,0,48.64,309.74,351.97,65.86,291.12677,330.2310669,341.12677,190.1155334,17.08985,19.456,28.445,0,341.12677
2/1/2022 21:00,5,4058.84,70.63,61.01,0,74.39,359.36,406.75,107.41,325.2279712,368.4741211,375.2279712,226.3916016,20.2942,29.756,30.505,0,375.2279712
2/1/2022 22:00,5,4699.71,89.41,67.86,0,98.23,409.55,461.19,145.91,367.3672876,414.8084839,411.5781917,292.5835484,23.49855,39.292,33.93,0,411.5781917
2/1/2022 23:00,5,5233.76,107.29,71.97,0,109.67,450.29,505.21,166.18,408.7963989,459.9736401,439.1975993,349.9670502,26.1688,43.868,35.985,0,439.1975993
3/1/2022 0:00,5,6355.29,137.69,69.92,0,105.86,510.71,560.43,141.86,459.7099878,510.1536597,473.1399919,410.1536597,31.77645,42.344,34.96,0,473.1399919
3/1/2022 1:00,5,7263.18,162.72,69.23,0.32,71.53,520.19,564.23,47.12,489.8964136,537.1315381,493.2642757,437.1315381,36.3159,28.612,34.615,0.1,493.2642757
3/1/2022 2:00,5,8117.68,185.97,71.97,1.18,66.76,531.38,586.13,30.4,510.57479,561.5595044,,461.5595044,40.5884,26.704,35.985,0.36875,461.5595044
3/1/2022 3:00,5,8331.3,189.54,81.57,1.63,74.39,535.9,596.23,29.89,523.1736548,578.8233911,,478.8233911,41.6565,29.756,40.785,0.509375,478.8233911
3/1/2022 4:00,5,2777.1,52.3,112.41,10.82,123.98,302.83,328.04,5.57,412.9672485,453.392937,441.9781657,341.7411713,13.8855,49.592,56.205,3.38125,441.9781657
3/1/2022 5:00,5,1949.31,21.46,102.82,25.75,102.04,250.97,268.76,3.13,331.9386255,361.0425391,381.9386255,215.7750558,9.74655,40.816,51.41,8.046875,381.9386255
3/1/2022 6:00,5,1735.69,13.3,93.22,35.76,92.51,223.07,238.43,3.48,277.4747046,299.7027051,327.4747046,174.8513525,8.67845,37.004,46.61,11.175,327.4747046
3/1/2022 7:00,5,1628.88,4.19,94.59,30.04,83.92,199.77,213.32,4.62,238.5897705,256.474353,288.5897705,153.2371765,8.1444,33.568,47.295,9.3875,288.5897705
3/1/2022 8:00,5,1522.06,2.04,89.11,27.18,73.43,173.58,185.82,6.71,206.0470752,221.1042114,256.0470752,135.5521057,7.6103,29.372,44.555,8.49375,256.0470752
3/1/2022 9:00,5,1375.2,0.8,76.09,32.54,60.56,150.64,162.15,8.36,178.2996704,191.5774536,228.2996704,120.7887268,6.876,24.224,38.045,10.16875,228.2996704
3/1/2022 10:00,5,2029.42,6.54,85.68,11.27,53.41,157.6,172.47,18.24,167.8998413,181.9674292,217.8998413,115.9837146,10.1471,21.364,42.84,3.521875,217.8998413
3/1/2022 11:00,5,3231.05,37.1,85,0.05,54.36,189.72,212.16,32.42,178.7549536,197.0020435,228.7549536,123.5010217,16.15525,21.744,42.5,0.015625,228.7549536
3/1/2022 12:00,5,4005.43,59.01,81.57,0,54.36,230.45,262.24,39.52,204.5401343,229.5526099,254.5401343,139.7763049,20.02715,21.744,40.785,0,254.5401343
3/1/2022 13:00,5,4219.06,61.69,80.2,0,51.02,261.72,300.1,35.46,233.0665674,264.7574292,283.0665674,157.3787146,21.0953,20.408,40.1,0,283.0665674
3/1/2022 14:00,5,3738.4,48.28,74.71,0,41.96,256.2,295.2,24.57,244.568418,279.9071655,294.568418,164.9535828,18.692,16.784,37.355,0,294.568418
3/1/2022 15:00,5,3044.13,32.19,68.55,0,34.81,228.44,263.93,16.97,236.4387915,271.8458008,286.4387915,160.9229004,15.22065,13.924,34.275,0,286.4387915
3/1/2022 16:00,5,2777.1,28.39,61.69,0.01,28.61,218.33,253.1,14.19,222.3503309,240.9917081,272.3503309,145.4958541,13.8855,11.444,30.845,0.003125,272.3503309
3/1/2022 17:00,5,3177.64,41.57,54.15,0,23.13,239.56,277.19,14.31,201.235417,217.3721252,251.235417,133.6860626,15.8882,9.252,27.075,0,251.235417
3/1/2022 18:00,5,3364.56,50.51,47.98,0,22.17,257.2,291.62,17.48,185.1681917,199.4850589,235.1681917,124.7425294,16.8228,8.868,23.99,0,235.1681917
3/1/2022 19:00,5,3524.78,58.11,43.53,0,23.84,281.98,313.15,23.05,172.4208604,186.4406868,222.4208604,118.2203434,17.6239,9.536,21.765,0,222.4208604
3/1/2022 20:00,5,3845.21,71.53,38.39,0,27.18,316.63,344.78,30.91,290.0976953,320.8093481,340.0976953,185.4046741,19.22605,10.872,19.195,0,340.0976953
3/1/2022 21:00,5,4325.87,90.3,34.62,0,34.33,359.81,386.12,42.56,324.935459,353.4448804,374.935459,204.9212577,21.62935,13.732,17.31,0,374.935459
3/1/2022 22:00,5,4859.92,110.86,32.9,0,39.1,399.95,423.46,48.64,362.4234912,244.4847368,408.2823275,147.2423684,24.2996,15.64,16.45,0,408.2823275
3/1/2022 23:00,5,5447.39,135.9,31.53,0,33.86,440.44,461.13,30.91,401.4085864,277.7625376,434.272391,163.8812688,27.23695,13.544,15.765,0,434.272391
4/1/2022 0:00,5,6622.31,171.66,35.64,0,38.62,497.58,518.69,20.77,449.4661621,471.6903857,466.3107747,364.6129822,33.11155,15.448,17.82,0,466.3107747
4/1/2022 1:00,5,4859.92,121.59,69.23,0.02,68.66,378.09,397.9,14.19,413.7461328,434.7585596,442.4974219,318.4481995,24.2996,27.464,34.615,0.00625,442.4974219
4/1/2022 2:00,5,5340.58,135.9,72.66,0.11,72.48,378.71,405.71,16.47,396.196792,420.1982446,430.7978613,300.2478058,26.7029,28.992,36.33,0.034375,430.7978613
4/1/2022 3:00,5,5447.39,144.84,76.77,0.3,87.74,375.75,409.33,17.99,385.9455103,414.7319043,423.9636735,292.474149,27.23695,35.096,38.385,0.09375,423.9636735
4/1/2022 4:00,5,2723.69,70.63,105.56,6.53,120.16,276.64,300.36,3.2,331.2661035,301.5917975,381.2661035,175.7958988,13.61845,48.064,52.78,2.040625,381.2661035
4/1/2022 5:00,5,2109.53,38,108.3,15.56,102.04,239.91,260.83,2.75,285.5588086,319.1706485,335.5588086,184.5853242,10.54765,40.816,54.15,4.8625,335.5588086
4/1/2022 6:00,5,1895.9,23.92,104.19,24.68,90.6,224.15,243.84,3.26,254.8230078,276.4537476,304.8230078,163.2268738,9.4795,36.24,52.095,7.7125,304.8230078
4/1/2022 7:00,5,1415.25,7.38,74.71,50.78,58.17,163.74,179.7,3.32,209.2470825,228.0386475,259.2470825,139.0193237,7.07625,23.268,37.355,15.86875,259.2470825
4/1/2022 8:00,5,1121.52,4.25,49.35,78.68,41.01,127.57,141.34,3.77,168.3698901,184.6472363,218.3698901,117.3236182,5.6076,16.404,24.675,24.5875,218.3698901
4/1/2022 9:00,5,1001.36,2.29,38.04,97.27,33.38,114.13,126.99,4.62,141.2060229,155.7714844,193.7185878,102.8857422,5.0068,13.352,19.02,30.396875,193.7185878
4/1/2022 10:00,5,1094.82,0.91,47.3,85.12,38.15,109.97,122.49,7.28,125.5391895,139.0790503,182.5279925,94.53952515,5.4741,15.26,23.65,26.6,182.5279925
4/1/2022 11:00,5,1268.39,0.03,56.89,63.66,41.96,111.2,124.46,11.53,118.3158301,131.7132349,177.3684501,90.85661743,6.34195,16.784,28.445,19.89375,177.3684501
4/1/2022 12:00,5,1361.85,0.01,63.06,43.99,42.44,114.5,130.36,14.82,116.3471753,130.9733008,175.9622681,90.48665039,6.80925,16.976,31.53,13.746875,175.9622681
4/1/2022 13:00,5,1281.74,0.04,61.69,31.11,36.72,100.76,121.58,13.55,108.5074341,126.2280786,170.3624529,88.11403931,6.4087,14.688,30.845,9.721875,170.3624529
4/1/2022 14:00,5,1201.63,0.11,55.52,24.32,30.99,85.98,109.85,10.26,97.19748779,117.9895142,162.2839199,83.99475708,6.00815,12.396,27.76,7.6,162.2839199
4/1/2022 15:00,5,1241.68,0.34,55.52,17.17,29.8,86.91,112.04,9.75,92.00787598,114.96479,158.5770543,82.48239502,6.2084,11.92,27.76,5.365625,158.5770543
4/1/2022 16:00,5,1321.79,1.03,57.58,9.75,29.33,92.77,117.74,10.01,92.35516846,116.31573,158.8251203,83.15786499,6.60895,11.732,28.79,3.046875,158.8251203
4/1/2022 17:00,5,1335.14,1.87,58.95,5.41,28.61,95.27,120.22,9.75,93.78329834,118.2360254,159.8452131,84.1180127,6.6757,11.444,29.475,1.690625,159.8452131
4/1/2022 18:00,5,1308.44,2.57,58.95,3.4,29.09,98.57,124.44,10.13,140.2617296,150.0239436,193.0440925,100.0119718,6.5422,11.636,29.475,1.0625,193.0440925
4/1/2022 19:00,5,1335.14,4.47,58.26,1.45,30.28,105.11,132.78,11.15,114.9992197,127.4643958,174.9994427,88.7321979,6.6757,12.112,29.13,0.453125,174.9994427
4/1/2022 20:00,5,1375.2,7.49,56.21,0.5,30.52,110.97,139.92,12.29,107.1595882,123.4251182,169.3997059,86.7125591,6.876,12.208,28.105,0.15625,169.3997059
4/1/2022 21:00,5,1388.55,10.28,54.15,0.23,31.47,113.79,143.21,13.68,104.8437218,122.6813587,167.7455156,86.34067934,6.94275,12.588,27.075,0.071875,167.7455156
4/1/2022 22:00,5,1428.6,14.19,54.15,0.08,34.81,116.74,146.45,14.57,103.4385484,122.9984128,166.7418203,86.4992064,7.143,13.924,27.075,0.025,166.7418203
4/1/2022 23:00,5,1548.77,23.02,55.52,0.01,43.39,124.04,154.21,15.71,101.1459114,122.5789584,165.1042224,86.28947918,7.74385,17.356,27.76,0.003125,165.1042224
5/1/2022 0:00,5,1922.61,42.02,58.26,0,61.99,140.8,172.54,19,94.65996448,118.2941802,160.4714032,84.1470901,9.61305,24.796,29.13,0,160.4714032
5/1/2022 1:00,5,2189.64,60.8,65.12,0.12,86.78,149.49,180.42,19.76,90.06659083,115.7441956,157.190422,82.87209779,10.9482,34.712,32.56,0.0375,157.190422
5/1/2022 2:00,5,2269.74,68.84,65.8,1.54,96.32,152.18,182.18,18.49,93.05221233,119.8484341,159.3230088,84.92421704,11.3487,38.528,32.9,0.48125,159.3230088
5/1/2022 3:00,5,1976.01,56.77,62.38,6.53,89.65,142.06,169.71,15.96,98.71027424,125.9754371,163.3644816,87.98771853,9.88005,35.86,31.19,2.040625,163.3644816
5/1/2022 4:00,5,1174.93,11.96,47.3,42.56,43.87,105.03,120.04,7.22,103.0544315,131.0075034,166.4674511,90.50375172,5.87465,17.548,23.65,13.3,166.4674511
5/1/2022 5:00,5,907.9,3.16,34.27,65.8,30.28,80.91,90.22,5.83,105.061388,118.3424609,167.9009914,84.17123047,4.5395,12.112,17.135,20.5625,167.9009914
5/1/2022 6:00,5,854.49,1.37,33.93,65.8,29.33,67.92,75.78,6.65,85.28991455,97.04604004,153.7785104,73.52302002,4.27245,11.732,16.965,20.5625,153.7785104
5/1/2022 7:00,5,807.76,1.15,32.9,61.51,28.37,55.11,62.32,7.22,70.18712646,79.66681152,133.6452108,64.83340576,4.0388,11.348,16.45,19.221875,133.6452108
5/1/2022 8:00,4,794.41,1.02,36.33,52.21,30.99,46.07,52.89,8.23,58.11501709,66.26132568,113.5250285,58.13066284,3.97205,12.396,18.165,16.315625,113.5250285
5/1/2022 9:00,4,847.82,0.73,42.16,43.99,34.81,43.92,50.78,9.37,51.00361816,58.50318115,101.6726969,54.25159058,4.2391,13.924,21.08,13.746875,101.6726969
5/1/2022 10:00,5,1789.09,10.17,74.03,11,48.64,66.69,77.86,20.01,58.83255859,68.16371338,114.720931,59.08185669,8.94545,19.456,37.015,3.4375,114.720931
5/1/2022 11:00,5,3417.97,52.75,85.68,0.06,61.99,114.84,134.06,32.42,86.8211377,101.0930322,154.8722412,75.54651611,17.08985,24.796,42.84,0.01875,154.8722412
5/1/2022 12:00,5,4646.3,86.72,89.11,0,61.04,169.16,198.07,31.66,127.9733813,149.5604541,184.266701,99.78022705,23.2315,24.416,44.555,0,184.266701
5/1/2022 13:00,5,4859.92,89.41,90.48,0,51.5,207.9,244.97,23.56,167.9184424,197.2432031,217.9184424,123.6216016,24.2996,20.6,45.24,0,217.9184424
5/1/2022 14:00,5,4432.68,74.21,82.94,0,42.92,221.51,261.44,16.97,194.6956445,229.3193628,244.6956445,139.6596814,22.1634,17.168,41.47,0,244.6956445
5/1/2022 15:00,5,3417.97,47.39,70.6,0,34.81,202.39,241.35,13.17,198.525481,235.3139648,248.525481,142.6569824,17.08985,13.924,35.3,0,248.525481
5/1/2022 16:00,5,2296.45,22.35,62.38,0.01,29.33,164.17,200.14,10.89,181.3349194,217.7123291,231.3349194,133.8561646,11.48225,11.732,31.19,0.003125,231.3349194
5/1/2022 17:00,5,2323.15,25.7,57.58,0,25.03,169.21,204.95,11.4,175.262583,211.3201514,225.262583,130.6600757,11.61575,10.012,28.79,0,225.262583
5/1/2022 18:00,5,2403.26,29.95,54.15,0,25.75,180.94,214.63,15.2,178.0930005,212.9658252,228.0930005,131.4829126,12.0163,10.3,27.075,0,228.0930005
5/1/2022 19:00,5,2429.96,33.97,52.09,0,28.61,194.04,227.76,17.99,186.0597729,220.3553052,236.0597729,135.1776526,12.1498,11.444,26.045,0,236.0597729
5/1/2022 20:00,5,2243.04,30.4,51.41,0,27.18,194.75,225.15,13.05,190.3992627,222.7461963,240.3992627,136.3730981,11.2152,10.872,25.705,0,240.3992627
5/1/2022 21:00,5,1922.61,20.12,53.47,0.01,27.89,180.9,207.33,9.5,185.64427,215.0318994,235.64427,132.5159497,9.61305,11.156,26.735,0.003125,235.64427
5/1/2022 22:00,5,1695.63,14.08,58.26,0.03,32.42,161.11,183.24,8.49,152.7473472,178.7799212,202.7473472,114.3899606,8.47815,12.968,29.13,0.009375,202.7473472
5/1/2022 23:00,5,1762.39,19,59.63,0,36.72,161.02,180.99,9.75,189.7326864,224.2183766,239.7326864,137.1091883,8.81195,14.688,29.815,0,239.7326864
6/1/2022 0:00,5,2082.82,32.19,60.32,0,47.68,171.69,192.68,13.05,197.482329,235.8119357,247.482329,142.9059679,10.4141,19.072,30.16,0,247.482329
6/1/2022 1:00,5,2296.45,43.81,62.38,0.15,60.56,161.47,181.46,13.93,193.180598,231.3949219,243.180598,140.697461,11.48225,24.224,31.19,0.046875,243.180598
6/1/2022 2:00,5,2136.23,42.92,61.69,2.41,63.9,137.12,153.78,11.91,182.882878,219.3361487,232.882878,134.6680743,10.68115,25.56,30.845,0.753125,232.882878
6/1/2022 3:00,5,1762.39,35.76,58.26,9.12,62.94,115.73,130.36,10.51,172.2221424,206.2586274,222.2221424,128.1293137,8.81195,25.176,29.13,2.85,222.2221424
6/1/2022 4:00,5,1255.04,16.32,50.72,28.97,47.21,83.94,94.62,7.28,108.6804614,122.3714185,170.4860439,86.18570923,6.2752,18.884,25.36,9.053125,170.4860439
6/1/2022 5:00,5,1081.47,9.28,45.93,47.21,41.01,73.76,82.79,6.71,91.1995752,102.5556909,157.9996966,76.27784546,5.40735,16.404,22.965,14.753125,157.9996966
6/1/2022 6:00,5,1081.47,6.98,44.55,60.08,40.53,77.38,86.31,7.09,84.2677002,94.40664551,153.0483573,72.20332275,5.40735,16.212,22.275,18.775,153.0483573
6/1/2022 7:00,5,1241.68,7.82,50.72,63.66,45.78,92.75,102.64,8.99,88.48516357,98.49552002,156.0608311,74.24776001,6.2084,18.312,25.36,19.89375,156.0608311
6/1/2022 8:00,5,1455.31,8.83,59.63,63.66,52.45,106.36,117.31,11.91,97.39880859,107.8752759,162.4277204,78.93763794,7.27655,20.98,29.815,19.89375,162.4277204
6/1/2022 9:00,5,1575.47,6.2,65.12,63.66,53.88,108.22,119.57,14.19,102.7873218,113.6973291,166.2766584,81.84866455,7.87735,21.552,32.56,19.89375,166.2766584
6/1/2022 10:00,5,1655.58,1.68,71.97,55.07,51.5,101.92,113.21,15.96,102.3339941,113.4312964,165.952853,81.71564819,8.2779,20.6,35.985,17.209375,165.952853
6/1/2022 11:00,5,1548.77,0.04,69.23,40.41,45.78,88.99,100.42,16.47,95.64234131,106.9035547,161.1731009,78.45177734,7.74385,18.312,34.615,12.628125,161.1731009
6/1/2022 12:00,5,1335.14,0.05,61.69,29.68,39.58,77.45,89.91,15.2,86.5252124,98.38325684,154.660866,74.19162842,6.6757,15.832,30.845,9.275,154.660866
6/1/2022 13:00,5,1241.68,0.13,56.89,23.6,34.81,72.38,86.51,12.54,116.6183273,130.2949843,176.1559481,90.14749217,6.2084,13.924,28.445,7.375,176.1559481
6/1/2022 14:00,5,1348.5,0.35,58.26,16.63,32.9,80.2,95.94,11.02,95.86379028,107.4095241,161.3312788,78.70476204,6.7425,13.16,29.13,5.196875,161.3312788
6/1/2022 15:00,5,1482.01,0.89,60.32,10.82,32.42,96.74,114.96,11.4,84.62671653,95.24535641,153.3047975,72.62267821,7.41005,12.968,30.16,3.38125,153.3047975
6/1/2022 16:00,5,1575.47,1.9,61.69,6.08,31.95,110.32,130,11.78,84.75400578,94.07394303,153.3957184,72.03697152,7.87735,12.78,30.845,1.9,153.3957184
6/1/2022 17:00,5,1535.42,2.26,60.32,4.52,29.33,114.49,133.12,10.77,90.28594149,100.8724092,157.3471011,75.43620459,7.6771,11.732,30.16,1.4125,157.3471011
6/1/2022 18:00,5,1441.96,1.98,58.26,4.52,27.42,117.35,134.32,10.39,97.9692464,108.9203258,162.835176,79.46016288,7.2098,10.968,29.13,1.4125,162.835176
6/1/2022 19:00,5,1401.9,2.21,58.26,3.67,27.66,120.76,135.28,10.13,101.624193,112.5559549,165.4458521,81.27797743,7.0095,11.064,29.13,1.146875,165.4458521
6/1/2022 20:00,5,1348.5,2.43,58.26,3.26,29.56,122.16,135.19,8.87,98.62524363,109.9232304,163.3037455,79.96161518,6.7425,11.824,29.13,1.01875,163.3037455
6/1/2022 21:00,5,1214.98,1.34,57.58,6.79,34.33,132.81,144.13,6.14,92.55123207,104.4833037,158.9651658,77.24165185,6.0749,13.732,28.79,2.121875,158.9651658
6/1/2022 22:00,5,1054.76,0.28,52.78,16.63,41.96,163.39,174.41,2.15,144.6977271,156.6737207,196.2126622,103.3368604,5.2738,16.784,26.39,5.196875,196.2126622
6/1/2022 23:00,5,1041.41,0.22,51.41,18.78,44.82,187.25,199.35,1.28,165.9630005,177.9996021,215.9630005,113.999801,5.20705,17.928,25.705,5.86875,215.9630005
7/1/2022 0:00,5,1214.98,0.58,56.21,14.31,48.16,200.92,213.61,1.84,183.4320459,195.7938257,233.4320459,122.8969128,6.0749,19.264,28.105,4.471875,233.4320459
7/1/2022 1:00,5,1428.6,1.17,59.63,11.18,49.59,203.84,217.39,2.94,193.6271875,206.5813525,243.6271875,128.2906763,7.143,19.836,29.815,3.49375,243.6271875
7/1/2022 2:00,5,1508.71,1.29,59.63,13.59,50.54,193.68,207.43,3.64,193.6438037,124.7370245,243.6438037,87.36851223,7.54355,20.216,29.815,4.246875,243.6438037
7/1/2022 3:00,5,1415.25,0.98,55.52,24.68,49.59,175.1,189.09,3.36,115.6938708,135.2744434,175.495622,92.63722171,7.07625,19.836,27.76,7.7125,175.495622
7/1/2022 4:00,5,1174.93,0.3,41.13,54.36,38.62,139.47,151.15,2.06,121.0131899,139.447189,179.2951356,94.72359452,5.87465,15.448,20.565,16.9875,179.2951356
7/1/2022 5:00,5,1041.41,0.1,33.24,70.1,32.9,121.67,131.79,1.71,126.8075587,143.1250259,183.4339705,96.56251294,5.20705,13.16,16.62,21.90625,183.4339705
7/1/2022 6:00,5,974.66,0.02,27.76,82.25,29.09,114.2,123.8,1.57,132.8605966,146.6321145,187.757569,98.31605725,4.8733,11.636,13.88,25.703125,187.757569
7/1/2022 7:00,5,934.6,0.2,25.02,97.27,26.23,105.73,115.44,1.87,139.7156461,152.7541793,192.6540329,101.3770897,4.673,10.492,12.51,30.396875,192.6540329
7/1/2022 8:00,5,921.25,0.41,24.68,108.72,25.03,101.84,111.82,2.44,109.3231128,167.3402577,170.9450806,108.6701288,4.60625,10.012,12.34,33.975,170.9450806
